                       0,        1.00910386101515,                       0,                       0,                       0,                      -0,                      -0,                      -0,                      -0,                       0
        1.00910386101515,                   1e-06,       0.836448770769398,                       0,                       0,                      -0,                      -0,                      -0,                      -0,                       0
                       0,       0.836448770769398,                   1e-06,       0.593679720853676,                       0,                      -0,                   1e-06,     -0.0362628528620876,                      -0,                       0
                       0,                       0,       0.593679720853676,                   1e-06,        0.55296178733067,                   1e-06,      0.0156149012553395,                   1e-06,                      -0,                       0
                       0,                       0,                       0,        0.55296178733067,                   1e-06,       0.560077072569037,                   1e-06,                      -0,                      -0,                       0
                      -0,                      -0,                      -0,                   1e-06,       0.560077072569037,                   1e-06,       0.552961787330677,                       0,                       0,                      -0
                      -0,                      -0,                   1e-06,      0.0156149012553396,                   1e-06,       0.552961787330677,                   1e-06,       0.593679720853683,                       0,                      -0
                      -0,                      -0,     -0.0362628528620876,                   1e-06,                      -0,                       0,       0.593679720853683,                   1e-06,       0.836448770769374,                      -0
                      -0,                      -0,                      -0,                      -0,                      -0,                       0,                       0,       0.836448770769374,                   1e-06,        1.00910386101512
                       0,                       0,                       0,                       0,                       0,                      -0,                      -0,                      -0,        1.00910386101512,                       0
