                       0,        1.02563510244822,                       0,                       0,                       0,                      -0,                      -0,                      -0,                      -0,                       0
        1.02563510244822,    -0.00289003852744331,       0.848384283074249,                       0,                       0,                      -0,                      -0,                      -0,                      -0,                       0
                       0,       0.848384283074249,    -0.00316836062976758,       0.596205943654455,                       0,                      -0,                      -0,                      -0,                      -0,                       0
                       0,                       0,       0.596205943654455,     -0.0037914276413889,       0.520512253385394,     -0.0984927127974451,      -0.156323116016337,                      -0,                      -0,                       0
                       0,                       0,                       0,       0.520512253385393,        0.19366872462536,       0.678230686147357,                      -0,                      -0,                      -0,                       0
                      -0,                      -0,                      -0,     -0.0984927127974451,       0.678230686147357,     -0.0630045035134055,       0.529748827651909,                       0,                       0,                      -0
                      -0,                      -0,                      -0,      -0.156323116016337,                      -0,       0.529748827651909,     -0.0037914276413003,       0.596205943654485,                       0,                      -0
                      -0,                      -0,                      -0,                      -0,                      -0,                       0,       0.596205943654485,    -0.00316836062971002,       0.848384283074191,                      -0
                      -0,                      -0,                      -0,                      -0,                      -0,                       0,                       0,       0.848384283074191,    -0.00289003852771264,        1.02563510244813
                       0,                       0,                       0,                       0,                       0,                      -0,                      -0,                      -0,        1.02563510244813,                       0
